address,zipcode,county,price,housing_type,beds,baths,sqfts,lotsize,garage,yearbuilt
"36675 Hafner St, Newark, CA 94560",94560,Alameda County,"$980,000 ",Single Family Residence,3,2,"1,330","5,000",2,1954
"0 Las Positas Road, Livermore, CA 94551",94551,Alameda County,"$599,000 ",Land,,,,,,
"1938 Santa Croce Ct, Livermore, CA 94550",94550,Alameda County,"$1,225,000 ",Single Family Residence,4,3/1,"3,125","10,035",3,2005
"476 42nd St, Oakland, CA 94609-2556",-2556,Alameda County,"$1,350,000 ",Residential Income,,,"3,780","5,865",–,1941
"3106 El Paseo, Alameda, CA 94502",94502,Alameda County,"$624,000 ",Townhouse,2,1/1,"1,180","1,500",2,1967
"1109 Speros Loop, Hayward, CA 94541",94541,Alameda County,"$800,395 ",Single Family Residence,3,2/1,"1,938","1,797",2,2018
"1651 47th Ave, Oakland, CA 94601",94601,Alameda County,"$539,000 ",Triplex,,,"2,639","4,025",–,1910
"633 Leighton St, Hayward, CA 94544",94544,Alameda County,"$469,800 ",Single Family Residence,3,1,"1,020","5,300",1,1950
"3419 Maple Avenue, Oakland, CA 94602",94602,Alameda County,"$699,000 ",Single Family Residence,2,1,"1,049","4,715",1,1916
"220 Caldecott Ln, Oakland, CA 94618",94618,Alameda County,"$469,000 ",Condominium,1,1,773,0,1,1996
"43422 Bryant, Fremont, CA 94539",94539,Alameda County,"$1,700,888 ",Single Family Residence,4,3,"2,021","5,097",2,2011
"694 Tehama Ave, Hayward, CA 94541",94541,Alameda County,"$575,000 ",Single Family Residence,3,1/1,"1,136","9,614",1,1923
"66 Applegate Way, Alameda, CA 94502",94502,Alameda County,"$1,360,000 ",Single Family Residence,3,2/1,"2,205","5,100",2,1989
"15014 Andover St, San Leandro, CA 94579",94579,Alameda County,"$729,500 ",Single Family Residence,3,2,"1,420","5,208",1,1950
"3515 64th Ave, Oakland, CA 94605",94605,Alameda County,"$499,000 ",Single Family Residence,2,1,768,"1,925",1,1926
"17793 Vineyard Rd, Castro Valley, CA 94546",94546,Alameda County,"$719,000 ",Single Family Residence,3,2,"1,427",0.26,0,1957
"4982 Hyde Park Dr, Fremont, CA 94538",94538,Alameda County,"$1,050,000 ",Single Family Residence,4,2/1,"1,984","7,260",2,1961
"3231 Vineyard Ave., #24, Pleasanton, CA 94566",94566,Alameda County,"$178,000 ",Manufactured In Park,2,2,"1,120",–,0,–
"1881 Manzanita, Oakland, CA 94611",94611,Alameda County,"$1,100,000 ",Single Family Residence,3,2/1,"2,767","9,720",2,1972
"134 Weymouth Ct, Alameda, CA 94502",94502,Alameda County,"$799,000 ",Single Family Residence,2,2,"1,292","3,700",2,1985
"3648 Birchwood Ter, Fremont, CA 94536",94536,Alameda County,"$579,000 ",Condominium,2,2,"1,123",0,0,1984
"4014 Malcolm Ave, Oakland, CA 94605",94605,Alameda County,"$790,000 ",Single Family Residence,3,2/1,"2,526","8,140",2,1990
"3245 Dublin Blvd, Dublin, CA 94568-4401",-4401,Alameda County,"$675,000 ",Condominium,3,2,"1,246",8,2,2004
"185 Parfait, Alameda, CA 94502",94502,Alameda County,"$899,000 ",Residential,3,2/1,"1,701","3,825",2,1990
"145 Villanova Dr, Oakland, CA 94611",94611,Alameda County,"$399,000 ",Land,,,,,,
"0 Park Blvd, Oakland, CA 94608",94608,Alameda County,"$599,000 ",Land,,,,,,
"3128 Hansen Rd, Livermore, CA 94550",94550,Alameda County,"$1,650,000 ",Single Family Residence,4,3/1,"3,870",0.35,3,2004
"3402 Pinewood Ter, Fremont, CA 94536",94536,Alameda County,"$399,950 ",Condominium,1,1,714,0,0,1986
"101 Barias Place, Pleasanton, CA 94566",94566,Alameda County,"$1,099,000 ",Single Family Residence,3,2/1,"1,766","3,094",2,2018
"205 Ricardo Ave, Piedmont, CA 94611",94611,Alameda County,"$2,200,000 ",Single Family Residence,3,2/1,"2,631","5,900",2,1922
"8223 Skyline Circle, Oakland, CA 94605",94605,Alameda County,"$995,000 ",Single Family Residence,4,3/1,"2,502",0.25,2,2002
"37759 3rd St, Fremont, CA 94536",94536,Alameda County,"$858,888 ",Single Family Residence,2,1,"1,152","5,000",1,1925
"683 Paradise Blvd, Hayward, CA 94541",94541,Alameda County,"$559,000 ",Single Family Residence,2,1,840,"7,375",1,1942
"5530 Bridgeport Cir, Livermore, CA 94551",94551,Alameda County,"$749,000 ",Single Family Residence,4,2,"1,564","6,300",2,1972
"960 Shorepoint Ct, Alameda, CA 94501",94501,Alameda County,"$420,000 ",Condominium,1,1,640,3.07,1,1972
"11195 Sun Valley Dr, Oakland, CA 94605",94605,Alameda County,"$1,195,000 ",Single Family Residence,3,2,"2,433",0.52,2,1955
"3550 Buttonwood Ter, Fremont, CA 94536",94536,Alameda County,"$399,500 ",Condominium,1,1,714,0,1,1985
"29389 Nantucket, Hayward, CA 94544",94544,Alameda County,"$159,000 ",Manufactured In Park,2,2,"1,440",–,2,–
"24650 Townsend Ave, Hayward, CA 94544",94544,Alameda County,"$675,000 ",Single Family Residence,6,3,"1,858","5,040",2,1958
"4352 Gem Ave, Castro Valley, CA 94546",94546,Alameda County,"$698,000 ",Single Family Residence,3,2,"1,510","5,000",2,1949
"14985 Patton Ave, San Leandro, CA 94578",94578,Alameda County,"$697,500 ",Single Family Residence,4,2,"1,423","5,238",1,1945
"3220 Bayo Vista Ave, Alameda, CA 94501",94501,Alameda County,"$799,000 ",Single Family Residence,2,1,"1,055","4,840",0,1922
"22739 1st St, Hayward, CA 94541",94541,Alameda County,"$749,000 ",Duplex,,,"1,976","2,280",–,1928
"1633 Clinton Ave., Alameda, CA 94501-4007",-4007,Alameda County,"$1,200,000 ",Single Family Residence,3,3/1,"1,869","6,273",2,1949
"526 Mountain Boulevard, Oakland, CA 94611",94611,Alameda County,"$1,495,000 ",Single Family Residence,4,3,"2,867","6,000",2,1994
"6031 Monadnock Way, Oakland, CA 94605",94605,Alameda County,"$759,000 ",Single Family Residence,3,2/1,"1,713","3,800",2,1933
"1612 Mento Ter, Fremont, CA 94539",94539,Alameda County,"$2,500,000 ",Single Family Residence,4,4,"3,639","6,218",3,2018
"3245 Dublin Blvd, Dublin, CA 94568",94568,Alameda County,"$675,000 ",Condominium,3,2,"1,246",0,2,2004
"39337 Logan Dr, Fremont, CA 94538",94538,Alameda County,"$849,000 ",Single Family Residence,3,2,"1,269","6,804",2,1961
"807 Solano Ave, Albany, CA 94706-1530",-1530,Alameda County,"$875,000 ",Single Family Residence,2,1/1,"1,008","3,800",1,1943
"11698 Serra Ct, Dublin, CA 94568",94568,Alameda County,"$1,000,000 ",Single Family Residence,4,2/1,"2,039","9,991",2,1964
"57 Austin, Hayward, CA 94544",94544,Alameda County,"$998,888 ",Single Family Residence,4,3,"2,043","1,400",2,2018
"26953 Hayward Blvd 104, Hayward, CA 94542",94542,Alameda County,"$449,000 ",Condominium,2,2,"1,208",0.902,2,1983
"319 E 17th St, Oakland, CA 94606",94606,Alameda County,"$629,000 ",Single Family Residence,3,2,"1,696","2,000",0,1915
"290 Hillview Dr, Fremont, CA 94536",94536,Alameda County,"$899,000 ",Single Family Residence,3,1/1,"1,316","8,085",2,1954
"2336 Driftwood Way, San Leandro, CA 94577",94577,Alameda County,"$599,000 ",Single Family Residence,3,2,"1,196","5,490",1,1963
"459 Wayne Ave, Oakland, CA 94606",94606,Alameda County,"$1,188,000 ",Residential Income,,,"2,600","5,438",–,1920
"4081 Elisa Cmn, Fremont, CA 94536",94536,Alameda County,"$749,888 ",Condominium,3,2/1,"1,275",0.96,2,1988
"55 Fairmount Ave, Oakland, CA 94611",94611,Alameda County,"$425,000 ",Condominium,1,1,684,0,1,1970
"37248 Meadowbrook Cmn, Fremont, CA 94536",94536,Alameda County,"$560,000 ",Condominium,2,2,980,0,1,1984
"4982 Hyde Park Dr, Fremont, CA 94538",94538,Alameda County,"$1,050,000 ",Single Family Residence,4,2/1,"1,984","7,260",2,1961
"3402 Pinewood Ter 212, Fremont, CA 94536",94536,Alameda County,"$399,950 ",Condominium,1,1,714,–,0,1986
"25758 Scripps St, Hayward, CA 94545",94545,Alameda County,"$628,000 ",Single Family Residence,3,2,"1,181","5,005",2,1959
"558 Rutgers St, San Lorenzo, CA 94580",94580,Alameda County,"$618,000 ",Single Family Residence,3,2,"1,269","5,626",1,1950
"2445 108th Ave, Oakland, CA 94603",94603,Alameda County,"$465,000 ",Single Family Residence,2,1,"1,039","4,040",1,1938
"1021 Auburn Ct, Alameda, CA 94502",94502,Alameda County,"$749,000 ",Single Family Residence,3,2,"1,260","4,275",2,1965
"6001 Hillbrook Pl, Dublin, CA 94568",94568,Alameda County,"$810,000 ",Single Family Residence,3,3/1,"1,719","2,551",2,2005
"225 Olivina, Livermore, CA 94551-6136",-6136,Alameda County,"$885,000 ",Single Family Residence,3,2,"1,653","8,550",2,1972
"3706 Brookdale Ave, Oakland, CA 94619",94619,Alameda County,"$489,000 ",Single Family Residence,2,1,931,3740,0,1922
"6239 Dairy Avenue, Newark, CA 94560",94560,Alameda County,"$749,800 ",Single Family Residence,3,1,"1,050","5,000",1,1953
"858 Carlston Ave., Oakland, CA 94610-1733",-1733,Alameda County,"$1,450,000 ",Single Family Residence,3,2/1,"2,108","4,802",0,1927
"6949 Armour Dr, Oakland, CA 94611",94611,Alameda County,"$995,000 ",Single Family Residence,3,2,"1,919","6,000",2,1940
"288 3rd Street, Oakland, CA 94607",94607,Alameda County,"$860,000 ",Condominium,2,2,"1,313",0,2,2006
"5377 Rainflower Dr, Livermore, CA 94551",94551,Alameda County,"$519,000 ",Residential,2,1,972,"5,770",2,1984
"1422 Chestnut St, Oakland, CA 94607",94607,Alameda County,"$849,000 ",Residential Income,,,"2,716","4,750",–,1916
"1438 Chestnut Street, Oakland, CA 94607",94607,Alameda County,"$849,000 ",Residential Income,,,"2,716","5,300",–,1916
"5521 Harvey Ave, Oakland, CA 94621",94621,Alameda County,"$489,000 ",Single Family Residence,3,2,"1,782","3,740",1,1920
"904 Jean Way, Hayward, CA 94545-1504",-1504,Alameda County,"$785,000 ",Duplex,,,"1,618",5200,–,1976
"91 Whitaker Ave, Berkeley, CA 94708",94708,Alameda County,"$1,495,000 ",Single Family Residence,3,2,"1,746",0.28,2,1940
"38676 Greenwich Cir, Fremont, CA 94536",94536,Alameda County,"$929,987 ",Single Family Residence,2,2,"1,323","6,616",2,1978
"5639 Picardy Drive, Oakland, CA 94605",94605,Alameda County,"$635,000 ",Single Family Residence,4,1/1,"1,384","3,534",1,1926
"989 Northfield Drive, Hayward, CA 94544",94544,Alameda County,"$185,000 ",Manufactured In Park,3,2,"1,560",–,2,–
"38676 Greenwhich Circle, Fremont, CA 94536",94536,Alameda County,"$929,987 ",Residential,2,2,"1,323","6,616",2,1978
"661 Macarthur, Oakland, CA 94610",94610,Alameda County,"$1,300,000 ",Land,,,,,,
"1776 Gaspar Drive, Oakland, CA 94611",94611,Alameda County,"$225,000 ",Land,,,,,,
", Oakland, CA 94607",94607,Alameda County,"$699,000 ",Commercial Sale,,,"2,883","2,883",,1907
"3603 Kingsley Street, Oakland, CA 94610-2832",-2832,Alameda County,"$599,000 ",Single Family Residence,2,1,"1,081","3,333",1,1914
"9453 Macarthur Blvd, Oakland, CA 94605",94605,Alameda County,"$480,000 ",Condominium,3,3,"1,688","1,216",1,2007
"8383 Cavalier Ln, Dublin, CA 94568",94568,Alameda County,"$780,000 ",Single Family Residence,3,2,"1,116","6,600",2,1960
"1654 Holly Cir, Pleasanton, CA 94566",94566,Alameda County,"$959,000 ",Residential,4,2/1,"1,975","6,392",2,1989
"526 Valle Vista Ave, Oakland, CA 94610",94610,Alameda County,"$899,000 ",Single Family Residence,5,2,"2,163","5,117",1,1916
"3637 Touriga Dr, Pleasanton, CA 94566",94566,Alameda County,"$950,000 ",Single Family Residence,3,2,"1,323","10,322",2,1971
"3375 Norton, Pleasanton, CA 94566",94566,Alameda County,"$455,800 ",Condominium,2,1/1,"1,120",0,1,1971
"628 Plaza Place, Hayward, CA 94541",94541,Alameda County,"$585,000 ",Condominium,3,3,"1,595",0.7,2,2004
"36223 Christine St, Newark, CA 94560",94560,Alameda County,"$998,888 ",Single Family Residence,4,2,"1,600","7,812",2,1962
"319 Magnolia Ave, Piedmont, CA 94610",94610,Alameda County,"$995,000 ",Single Family Residence,3,2/1,"1,338","5,226",1,1924
"21103 Gary Dr, Hayward, CA 94546",94546,Alameda County,"$469,000 ",Condominium,2,2,"1,100",2.76,1,1993
"25858 Barnard St, Hayward, CA 94545",94545,Alameda County,"$725,000 ",Single Family Residence,4,2,"1,280","6,867",2,1959
"38267 Farwell Dr, Fremont, CA 94536",94536,Alameda County,"$1,059,950 ",Single Family Residence,3,2,"1,320","7,350",2,1959
"5112 Grayhawk Ln, Dublin, CA 94568",94568,Alameda County,"$1,588,888 ",Single Family Residence,4,3/1,"4,027","5,200",3,2003
"11591 Fenwick Ct, Dublin, CA 94568",94568,Alameda County,"$1,018,900 ",Single Family Residence,5,2/1,"2,404","10,002",3,1987
"5317 Iron Horse Pkwy, Dublin, CA 94568",94568,Alameda County,"$874,999 ",Condominium,4,2/1,"1,753",0,2,2014
"208 Elias Drive, Union City, CA 94587",94587,Alameda County,"$998,888 ",Single Family Residence,4,2/1,"2,000","3,080",2,2005
"4141 Deep Creek Rd, Fremont, CA 94555-2069",-2069,Alameda County,"$193,000 ",Manufactured In Park,3,2,"1,440",–,2,–
"41154 Ellen Ct, Fremont, CA 94538",94538,Alameda County,"$1,338,000 ",Single Family Residence,4,2,"2,066","9,604",2,1960
"818 Tubman Dr, Oakland, CA 94603",94603,Alameda County,"$540,000 ",Single Family Residence,3,2/1,"1,414","2,480",2,2011
"6598 Exeter, Oakland, CA 94611",94611,Alameda County,"$325,000 ",Land,,,,,,
"54 Carisbrook Lane, Oakland, CA 94611",94611,Alameda County,"$325,000 ",Land,,,,,,
"39887 Cedar Blvd, Newark, CA 94560",94560,Alameda County,"$579,000 ",Condominium,2,2,"1,071",6.32,0,1986
"3220 Red Cedar Terrace, Fremont, CA 94536",94536,Alameda County,"$369,000 ",Condominium,0,1,421,0,1,1986
"Decoto Road, Union City, CA 94587",94587,Alameda County,"$160,000 ",Business Opportunity,,,,,,
"1910 Park Blvd, Oakland, CA 94606",94606,Alameda County,"$89,995 ",Business Opportunity,,,,,,
"2807 Marina Drive, Alameda, CA 94501",94501,Alameda County,"$929,000 ",Single Family Residence,2,1/1,"1,382","4,800",2,1939
"8188 Elgin Lane, Dublin, CA 94568-0000",0,Alameda County,"$778,800 ",Single Family Residence,3,2,"1,424","7,200",2,1961
"26390 Adrian Ave, Hayward, CA 94545",94545,Alameda County,"$700,000 ",Single Family Residence,3,2,"1,254","6,175",2,1956
"37248 Meadowbrook Common, Fremont, CA 94536",94536,Alameda County,"$400,000 ",Condominium,1,1,736,0,1,1984
"174 Via Viento, San Lorenzo, CA 94580",94580,Alameda County,"$659,000 ",Single Family Residence,3,2,"1,711","10,609",2,1951
"37248 Meadowbrook Cmn 102, Fremont, CA 94536",94536,Alameda County,"$400,000 ",Condominium,1,1,736,–,0,1984
"4428 Del Valle Pkwy, Pleasanton, CA 94566",94566,Alameda County,"$635,000 ",Townhouse,3,1/1,"1,280","1,017",0,1978
"28760 Barn Rock Dr, Hayward, CA 94542",94542,Alameda County,"$1,099,000 ",Single Family Residence,4,3,"3,045","10,043",3,1996
"867 W Macarthur Blvd, Oakland, CA 94608",94608,Alameda County,"$499,000 ",Single Family Residence,2,1,984,"3,920",1,1910
"1530 40th Ave, Oakland, CA 94601",94601,Alameda County,"$559,888 ",Single Family Residence,3,3,"1,126","3,850",0,1908
"1095 59th Street, Oakland, CA 94608",94608,Alameda County,"$865,000 ",Condominium,1,1,"1,460",0,1,1892
"1001 46th St, Emeryville, CA 94608",94608,Alameda County,"$785,000 ",Condominium,1,2,"1,607",0,1,2008
"2000 Central Avenue, Alameda, CA 94501",94501,Alameda County,"$399,000 ",Condominium,1,1,696,"9,450",1,1965
"6424 Randall Ct, Pleasanton, CA 94566",94566,Alameda County,"$1,418,000 ",Single Family Residence,4,3,"2,711",0.28,2,1971
"5650 San Juan Way, Pleasanton, CA 94566",94566,Alameda County,"$1,199,000 ",Single Family Residence,4,2,"2,050","7,048",2,1964
"2323 Magnolia St, Oakland, CA 94607",94607,Alameda County,"$650,000 ",Condominium,1,2,"1,494",0,0,1957
"5920 Singing Hills Ave, Livermore, CA 94551",94551,Alameda County,"$660,000 ",Single Family Residence,3,2,"1,108","6,300",2,1965
"3191 Delicado Court, Pleasanton, CA 94588",94588,Alameda County,"$699,000 ",Townhouse,2,2,"1,381","1,912",1,1994
"8062 Rockford Pl, Pleasanton, CA 94566",94566,Alameda County,"$2,698,888 ",Single Family Residence,6,5/1,"5,541",0.52,3,1999
"4974 Tenor Court, Fremont, CA 94538",94538,Alameda County,"$998,000 ",Single Family Residence,3,2,"1,596","5,880",1,1962
"1333 6th Street, Berkeley, CA 94710",94710,Alameda County,"$5,200,000 ",Commercial Sale,,,"17,220",0.41,,1959
"38267 Farwell Dr, Fremont, CA 94536",94536,Alameda County,"$1,059,950 ",Single Family Residence,3,2,"1,320","7,350",2,1959
"2250 Grove Way, Castro Valley, CA 94546",94546,Alameda County,"$617,000 ",Single Family Residence,3,1,"1,288","5,000",1,1948
"1255 Terrace Ave, Hayward, CA 94541",94541,Alameda County,"$399,000 ",Triplex,,,"1,759","2,590",–,1908
"4448 Del Valle Pkwy, Pleasanton, CA 94566",94566,Alameda County,"$649,950 ",Townhouse,3,1/1,"1,280","1,017",0,1978
"5028 Branford Court, Dublin, CA 94568",94568,Alameda County,"$1,359,000 ",Single Family Residence,4,4/1,"3,472","5,915",3,2006
"13220 Aurora Dr, San Leandro, CA 94577",94577,Alameda County,"$989,000 ",Single Family Residence,5,2/1,"2,996",0.29,6,1954
"2485 W Avenue 133rd, San Leandro, CA 94577",94577,Alameda County,"$525,000 ",Single Family Residence,2,1,998,"8,060",1,1941
"2475 W Avenue 133rd, San Leandro, CA 94577",94577,Alameda County,"$799,000 ",Single Family Residence,4,3,"1,980",0.35,3,1940
"1655 12th Street, Oakland, CA 94607",94607,Alameda County,"$849,000 ",Duplex,,,"2,240","3,703",–,1885
"4851 Louise Ct, Fremont, CA 94536",94536,Alameda County,"$1,199,950 ",Single Family Residence,3,2,"1,670","9,451",2,1960
"3275 Fareham Ct, Fremont, CA 94536",94536,Alameda County,"$1,099,950 ",Single Family Residence,4,2,"1,932","8,040",2,1963
"6639 Armour Dr, Oakland, CA 94611",94611,Alameda County,"$699,000 ",Single Family Residence,2,1,678,"5,838",1,1962
"2636 Vegas Ave, Castro Valley, CA 94546",94546,Alameda County,"$699,950 ",Single Family Residence,3,2,"1,405","4,982",2,1948
"513 Willow St, Alameda, CA 94501",94501,Alameda County,"$688,000 ",Townhouse,2,2/1,"1,550",0.85,2,1973
"9001 Mcgurrin Rd, Oakland, CA 94605",94605,Alameda County,"$1,333,888 ",Single Family Residence,4,4/1,"4,600",0.67,2,1948
"6530 Sierra Lane, Dublin, CA 94568",94568,Alameda County,"$750,000 ",Townhouse,3,2/1,"1,759",0,2,2008
"9691 Zac Ct, Dublin, CA 94568",94568,Alameda County,"$1,675,000 ",Single Family Residence,4,2/1,"3,702","8,158",2,2016
"1727 Indian Way, Oakland, CA 94611",94611,Alameda County,"$895,000 ",Single Family Residence,3,2,"2,302","5,467",2,1939
"8356 Mayhews Landing Rd, Newark, CA 94560",94560,Alameda County,"$989,950 ",Single Family Residence,4,2,"1,708","7,200",2,1975
"10205 Longfellow Ave, Oakland, CA 94603",94603,Alameda County,"$474,800 ",Single Family Residence,3,2,"1,084","3,800",2,1947
"640 Oakes Blvd, San Leandro, CA 94577",94577,Alameda County,"$679,000 ",Single Family Residence,2,1/1,"1,516","5,610",1,1938
"5573 Masonic Ave, Oakland, CA 94618",94618,Alameda County,"$1,395,000 ",Single Family Residence,4,3,"2,580","6,308",2,1957
"2487 83rd Avenue, Oakland, CA 94605",94605,Alameda County,"$399,000 ",Single Family Residence,2,1,"1,075","3,500",1,1926
"5136 Blackbird Dr, Pleasanton, CA 94566",94566,Alameda County,"$1,310,000 ",Single Family Residence,4,2/1,"2,147","8,050",3,1975
"5689 San Jose Dr, Pleasanton, CA 94566",94566,Alameda County,"$1,680,000 ",Single Family Residence,5,3,"3,179",0.28,3,1989
"14615 Birch St, San Leandro, CA 94579",94579,Alameda County,"$669,000 ",Single Family Residence,3,1,"1,096","6,596",2,1953
"2875 Glascock St, Oakland, CA 94601",94601,Alameda County,"$699,000 ",Single Family Residence,2,2,"1,208",0,1,2002
"360 Mountain Ave, Piedmont, CA 94611",94611,Alameda County,"$3,895,000 ",Single Family Residence,7,5/2,"5,463",0.33,1,1914
"4438 Bangor Ct, Dublin, CA 94568",94568,Alameda County,"$1,195,000 ",Single Family Residence,4,2/1,"2,902","4,244",2,2000
"3200 Revere Ave, Oakland, CA 94605",94605,Alameda County,"$880,000 ",Single Family Residence,3,3,"2,431","5,160",2,1977
"2811 Salvia Cmn, Livermore, CA 94551",94551,Alameda County,"$775,000 ",Single Family Residence,3,3,"1,600","1,696",2,2008
"7297 Valley Trails Dr, Pleasanton, CA 94588",94588,Alameda County,"$845,888 ",Single Family Residence,3,2,"1,296","4,421",2,1989
"9820 Lyndhurst St, Oakland, CA 94603",94603,Alameda County,"$479,000 ",Single Family Residence,3,2,"1,383","4,056",0,1943
"1 Brozosky Hill Ln, Pleasanton, CA 94566",94566,Alameda County,"$3,575,000 ",Single Family Residence,3,2/1,"4,400",20,2,1980
"1 Brozosky Hill Ln, Pleasanton, CA 94566",94566,Alameda County,"$3,575,000 ",Land,,,,,,
"1305 Broadway, Alameda, CA 94501-4619",-4619,Alameda County,"$845,000 ",Single Family Residence,1,2/1,"1,119","4,550",0,1890
"5487 Horizon Parkway, Dublin, CA 94568",94568,Alameda County,"$1,142,700 ",Single Family Residence,3,3/1,"2,688","2,223",2,2018
"2411 Creekside Court, Hayward, CA 94542-2358",-2358,Alameda County,"$409,950 ",Condominium,1,1,785,0,0,1991
"00000 Palomares Rd, Castro Valley, CA 94546",94546,Alameda County,"$500,000 ",Land,,,,,,
"28706 Miranda St, Hayward, CA 94544-6243",-6243,Alameda County,"$135,000 ",Manufactured In Park,2,1,720,–,0,–
"6625 Exeter Dr, Oakland, CA 94611",94611,Alameda County,"$1,095,000 ",Single Family Residence,4,3/1,"2,435","5,781",2,1993
"5915 Marshall St, Oakland, CA 94608",94608,Alameda County,"$675,000 ",Single Family Residence,2,1/1,854,"3,432",0,1919
"337 Chris Cmn, Livermore, CA 94550",94550,Alameda County,"$334,950 ",Condominium,1,1,610,0,0,1990
"3235 Liese Avenue, Oakland, CA 94619",94619,Alameda County,"$599,000 ",Condominium,3,2/1,"2,200","3,000",0,2008
"1051 Redondo Way, Livermore, CA 94550",94550,Alameda County,"$729,000 ",Single Family Residence,4,2,"1,302","6,000",2,1959
"38356 Moab Dr, Fremont, CA 94536",94536,Alameda County,"$849,000 ",Single Family Residence,3,2,"1,120","5,300",2,1955
"7635 Canyon Meadow Cir, Pleasanton, CA 94588",94588,Alameda County,"$599,900 ",Condominium,3,2,"1,257",0,1,1991
"1836 39th Ave, Oakland, CA 94601",94601,Alameda County,"$549,900 ",Single Family Residence,3,2,"1,204","3,250",1,1910
"1044 Aberdeen Ave, Livermore, CA 94550",94550,Alameda County,"$789,000 ",Single Family Residence,3,2,"1,614","6,000",2,1956
"664 Hagemann Dr, Livermore, CA 94551",94551,Alameda County,"$699,950 ",Single Family Residence,3,1/1,"1,048","7,740",2,1973
"2254 Fourth Street, Livermore, CA 94550",94550,Alameda County,"$749,000 ",Single Family Residence,3,2,"1,717","5,000",1,1925
"3066 Callaghan St, Livermore, CA 94551",94551,Alameda County,"$675,000 ",Single Family Residence,3,2,"1,125","6,914",2,1956
"921 Laguna St, Livermore, CA 94550",94550,Alameda County,"$799,000 ",Single Family Residence,3,2,"1,519","6,500",2,1966
"2610 California St., Berkeley, CA 94703-1810",-1810,Alameda County,"$979,000 ",Single Family Residence,4,2,"1,722","3,600",1,1924
"32521 Seaside Dr, Union City, CA 94587",94587,Alameda County,"$1,300,000 ",Single Family Residence,5,3,"3,028","8,924",3,1991
"5625 Market St, Oakland, CA 94608",94608,Alameda County,"$888,000 ",Single Family Residence,3,2,"1,889","4,012",1,1912
"8031 Oak Creek Dr, Pleasanton, CA 94588",94588,Alameda County,"$1,925,000 ",Single Family Residence,4,3/1,"3,446",0.29,3,2004
"2254 Fourth Street, Livermore, CA 94550",94550,Alameda County,"$749,000 ",Commercial Sale,,,"1,717","1,717",,1925
"22933 Kingsford Way, Hayward, CA 94541",94541,Alameda County,"$559,950 ",Townhouse,3,3,"1,333",951,2,2004
"5522 El Dorado Lane, Dublin, CA 94568",94568,Alameda County,"$789,000 ",Townhouse,2,2/1,"1,347",0,2,2018
"939 Hagemann Drive, Livermore, CA 94551",94551,Alameda County,"$529,900 ",Townhouse,2,2,"1,337",0.29,1,1986
"2695 3rd St, Livermore, CA 94550",94550,Alameda County,"$649,950 ",Townhouse,2,2/1,"1,420",0,2,2004
"4675 Valley Vista Dr, Dublin, CA 94568-4230",-4230,Alameda County,"$1,459,000 ",Single Family Residence,5,4/1,"3,436","5,323",3,2013
"102 Elysian Fields Dr, Oakland, CA 94605",94605,Alameda County,"$869,999 ",Single Family Residence,4,3,"2,166","10,010",2,1961
"255 Capricorn Ave, Oakland, CA 94611",94611,Alameda County,"$895,000 ",Single Family Residence,3,2,"1,873","6,420",0,1958
"4060 Pomona Way, Livermore, CA 94550",94550,Alameda County,"$695,000 ",Single Family Residence,3,2,"1,585","6,000",2,1960
"314 15th St, Oakland, CA 94612",94612,Alameda County,"$395,000 ",Commercial Sale,,,766,766,,1920
"316 15th St, Oakland, CA 94612",94612,Alameda County,"$395,000 ",Commercial Sale,,,766,766,,1920
"4200 Fruitvale Ave, Oakland, CA 94602",94602,Alameda County,"$879,000 ",Duplex,,,"1,410",0.25,–,1918
"2703 Mcgee Ave, Berkeley, CA 94703",94703,Alameda County,"$849,000 ",Duplex,,,"1,608","5,450",–,1946
"590 63rd St, Oakland, CA 94609",94609,Alameda County,"$995,000 ",Duplex,,,"2,891","5,440",–,1908
"3760 Trenery Dr, Pleasanton, CA 94588",94588,Alameda County,"$2,499,000 ",Single Family Residence,5,5/1,"5,197",0.92,5,1997
"4200 Fruitvale Ave, Oakland, CA 94602",94602,Alameda County,"$879,000 ",Single Family Residence,2,2,"1,410",0.25,2,1918
"76 Hillcrest Rd, Berkeley, CA 94705",94705,Alameda County,"$1,950,000 ",Single Family Residence,3,2/1,"2,338","6,696",2,1975
"875 45th Street, Oakland, CA 94608",94608,Alameda County,"$785,000 ",Single Family Residence,2,2,"1,130","3,500",1,1922
"26953 Hayward Blvd, Hayward, CA 94542",94542,Alameda County,"$449,000 ",Condominium,2,2,"1,208",9999,1,1983
"32521 Seaside Dr, Union City, CA 94587",94587,Alameda County,"$1,300,000 ",Single Family Residence,5,3,"3,028","8,924",3,1991
"1269 Grizzly Peak Boulevard, Berkeley, CA 94708",94708,Alameda County,"$995,000 ",Single Family Residence,3,2,"1,402","6,000",2,1951
"3234 Mountain Dr, Fremont, CA 94555",94555,Alameda County,"$1,598,000 ",Single Family Residence,4,3,"2,677","6,160",2,1988
"7016 Amador Valley Blvd, Dublin, CA 94568",94568,Alameda County,"$769,950 ",Single Family Residence,3,2,"1,449","5,399",2,1968
"3333 Grand Lake Dr, Fremont, CA 94555",94555,Alameda County,"$998,888 ",Single Family Residence,4,3,"1,982","5,931",2,1977
"6653 S Mariposa Ln, Dublin, CA 94568",94568,Alameda County,"$725,000 ",Condominium,3,2/1,"1,727",0,2,2012
