address,zipcode,county,price,housing_type,beds,baths,sqfts,lotsize,garage,yearbuilt
"1429 Spruance Ct, San Jose, CA 95128",95128,Santa Clara County,"$1,180,000 ",Single Family Residence,3,2,"1,665","6,233",2,1976
"24580 Ruth Lee Ct, Los Altos, CA 94024",94024,Santa Clara County,"$5,950,000 ",Single Family Residence,5,4/1,"5,089",0.769,2,2011
"20545 Beggs Rd, Los Gatos, CA 95033",95033,Santa Clara County,"$999,888 ",Single Family Residence,6,5/1,"7,561",2.335,3,2007
"21989 Lindy Ln, Cupertino, CA 95014",95014,Santa Clara County,"$3,988,000 ",Single Family Residence,4,4,"4,940",0.617,2,1977
"1191 Lakedale Way, Sunnyvale, CA 94089",94089,Santa Clara County,"$1,495,000 ",Single Family Residence,4,2,"1,762","5,841",2,1968
"1191 Lakedale Way, Sunnyvale, CA 94089",94089,Santa Clara County,"$1,495,000 ",Residential,4,2,"1,762","5,842",2,1968
"777 Modern Ice Dr, San Jose, CA 95112",95112,Santa Clara County,"$827,777 ",Townhouse,3,3,"1,369",555,2,2009
"395 Kenbrook Cir, San Jose, CA 95111",95111,Santa Clara County,"$513,000 ",Condominium,2,2,"1,012","5,209",2,1987
"2013 Randolph Dr, San Jose, CA 95128",95128,Santa Clara County,"$979,000 ",Single Family Residence,2,1,"1,000","5,525",2,1952
"342 Henderson Dr, San Jose, CA 95123",95123,Santa Clara County,"$899,000 ",Single Family Residence,3,2,"1,143","6,280",2,1968
"2571 Whispering Hills Circle 2571, San Jose, CA 95148",95148,Santa Clara County,"$248,999 ",Manufactured In Park,2,2,"1,200",–,–,1979
"101 Alma St., Palo Alto, CA 94301",94301,Santa Clara County,"$1,780,000 ",Condominium,2,2,"1,216","1,239",2,1960
"914 Delmas Ave, San Jose, CA 95125",95125,Santa Clara County,"$899,000 ",Single Family Residence,3,1/1,"1,067","7,170",0,1948
"19479 Rosemarie Pl, Cupertino, CA 95014",95014,Santa Clara County,"$3,800,000 ",Residential Income,,,"4,981","10,739",4,1963
"631 Curie Dr, San Jose, CA 95123",95123,Santa Clara County,"$1,200,000 ",Single Family Residence,3,2,"2,294","6,359",2,1968
"1595 Burrell Ct, San Jose, CA 95126",95126,Santa Clara County,"$998,000 ",Single Family Residence,3,1/1,"1,408","7,250",2,1922
"7511 Troon Ct, Gilroy, CA 95020",95020,Santa Clara County,"$1,500,000 ",Single Family Residence,6,5/1,"4,800",0.306,3,2000
"686 Regas Dr, Campbell, CA 95008",95008,Santa Clara County,"$1,699,888 ",Single Family Residence,5,3,"3,010","6,437",3,1989
"7307 Urshan Way, San Jose, CA 95138",95138,Santa Clara County,"$999,999 ",Single Family Residence,4,2/1,"1,693","8,131",2,1992
"17691 Raccoon Ct, Morgan Hill, CA 95037",95037,Santa Clara County,"$949,000 ",Single Family Residence,3,2/1,"1,752",0.508,2,1968
"6696 Tannahill Dr, San Jose, CA 95120",95120,Santa Clara County,"$1,586,000 ",Single Family Residence,4,2,"2,054","8,004",2,1976
"250 Fairmeadow Way, Milpitas, CA 95035",95035,Santa Clara County,"$999,000 ",Townhouse,4,3,"1,653","2,256",2,1994
"1093 Ribisi Cir, San Jose, CA 95131",95131,Santa Clara County,"$718,000 ",Townhouse,4,1/1,"1,320","1,559",2,1971
"1536 Larkspur Dr, San Jose, CA 95125",95125,Santa Clara County,"$2,850,000 ",Single Family Residence,5,5/1,"4,084",0.329,2,2014
"14668 Palomino Dr, San Jose, CA 95127",95127,Santa Clara County,"$899,000 ",Single Family Residence,3,2,"1,449",0.328,2,1948
"2071 Rigoletto Dr, San Jose, CA 95122",95122,Santa Clara County,"$698,888 ",Single Family Residence,3,2,"1,650","4,994",1,1964
"1356 Lillian Ave, Sunnyvale, CA 94087",94087,Santa Clara County,"$1,649,000 ",Single Family Residence,3,2,"1,230","9,650",2,1950
"17013 Murphy Ave, Morgan Hill, CA 95037",95037,Santa Clara County,"$795,000 ",Townhouse,4,3/1,"2,002","1,978",2,2013
"5332 Borneo Cir, San Jose, CA 95123",95123,Santa Clara County,"$567,950 ",Townhouse,2,2,"1,122","1,250",1,1985
"3335 Farthing Way, San Jose, CA 95132",95132,Santa Clara County,"$1,149,000 ",Single Family Residence,4,2,"1,598","7,270",2,1971
"5182 Silver Acres Ct, San Jose, CA 95138",95138,Santa Clara County,"$1,698,000 ",Single Family Residence,4,3/1,"2,919","9,605",3,1993
"2578 Rymar Dr, San Jose, CA 95133",95133,Santa Clara County,"$649,000 ",Townhouse,2,2/1,"1,028","1,723",1,1987
"324 Colville Dr, San Jose, CA 95123",95123,Santa Clara County,"$950,000 ",Single Family Residence,3,2,"1,675","6,225",2,1968
"1122 N 2nd St, San Jose, CA 95112",95112,Santa Clara County,"$1,088,000 ",Single Family Residence,2,1,"1,150","9,240",2,1928
"4625 Prince Royal Pl, San Jose, CA 95136",95136,Santa Clara County,"$899,000 ",Single Family Residence,4,2,"1,843","8,622",2,1975
"5835 Caliente Way, Gilroy, CA 95020",95020,Santa Clara County,"$889,000 ",Single Family Residence,5,4/1,"2,998","6,199",2,2012
"691 Eden St, Gilroy, CA 95020",95020,Santa Clara County,"$695,000 ",Single Family Residence,4,2/1,"1,814","5,564",2,1996
"5518 Harwood Rd, San Jose, CA 95124",95124,Santa Clara County,"$1,350,000 ",Single Family Residence,3,2,"1,437","7,854",2,1959
"920 W Julian St, San Jose, CA 95126",95126,Santa Clara County,"$950,000 ",Single Family Residence,2,1,870,"2,078",1,1930
"2625 Keystone Ave, Santa Clara, CA 95051",95051,Santa Clara County,"$739,900 ",Condominium,2,2,"1,338","1,338",0,1978
"3437 Youngs Cir, San Jose, CA 95127",95127,Santa Clara County,"$619,000 ",Single Family Residence,3,1,936,"1,245",2,1974
"2625 Keystone Ave, Santa Clara, CA 95051",95051,Santa Clara County,"$739,900 ",Condominium,2,2,"1,338",–,0,1978
"203 Tiny St, Milpitas, CA 95035",95035,Santa Clara County,"$830,000 ",Single Family Residence,3,2,"1,122","6,067",2,1958
"470 Marcia Dr, Morgan Hill, CA 95037",95037,Santa Clara County,"$979,000 ",Single Family Residence,4,2,"2,573","7,706",2,1979
"1087 Carolyn Ave, San Jose, CA 95125",95125,Santa Clara County,"$3,535,000 ",Single Family Residence,5,4,"3,928","8,270",2,2018
"2200 Agnew Rd 306, Santa Clara, CA 95054",95054,Santa Clara County,"$489,000 ",Condominium,1,1,816,890,1,1982
"20970 Pawnee Trl, Los Gatos, CA 95033",95033,Santa Clara County,"$779,000 ",Single Family Residence,3,2,"1,426","3,529",0,1936
"616 Messina Gardens Ln, San Jose, CA 95133",95133,Santa Clara County,"$799,000 ",Condominium,2,2/1,"1,316",793,2,2011
"524 Quail Bush Ct, San Jose, CA 95117",95117,Santa Clara County,"$728,000 ",Condominium,2,2/1,"1,117",588,1,1985
"830 Villa Teresa 830, San Jose, CA 95123",95123,Santa Clara County,"$248,888 ",Manufactured In Park,2,2,"1,440",–,–,1980
"1477 De Rose Way 239, San Jose, CA 95126",95126,Santa Clara County,"$649,000 ",Condominium,2,2,"1,091",0.302,0,1977
"0 E Story Rd, San Jose, CA 95127",95127,Santa Clara County,"$899,000 ",Land,,,,,,
"650 Birdsong St, Gilroy, CA 95020",95020,Santa Clara County,"$605,000 ",Single Family Residence,3,2/1,"1,300","3,654",2,1996
"4145 Byron St, Palo Alto, CA 94306",94306,Santa Clara County,"$1,800,000 ",Residential Income,,,–,"9,144",0,1964
"653 Dadis Way, San Jose, CA 95111",95111,Santa Clara County,"$709,000 ",Single Family Residence,3,2/1,"1,328","2,635",2,1999
"0 Redwood Retreat Rd, Gilroy, CA 95020",95020,Santa Clara County,"$539,000 ",Land,,,,,,
"16125 Greenwood Ln, Monte Sereno, CA 95030",95030,Santa Clara County,"$29,999,000 ",Single Family Residence,6,6/4,"13,674",5.6,4,1991
"900 Golden Wheel Park Dr 121, San Jose, CA 95112",95112,Santa Clara County,"$155,888 ",Manufactured In Park,2,1,560,–,–,1966
"16345 Los Gatos Blvd 6, Los Gatos, CA 95032",95032,Santa Clara County,"$1,295,000 ",Townhouse,3,2/1,"1,260","1,445",2,1973
"558 Madera Ave, San Jose, CA 95112",95112,Santa Clara County,"$799,880 ",Single Family Residence,3,2,"1,188","4,704",1,1928
"1455 Lakeview Ct, San Martin, CA 95046",95046,Santa Clara County,"$3,150,000 ",Single Family Residence,5,3/1,"5,364",3.562,3,2000
"13120 Paramount Ct, Saratoga, CA 95070",95070,Santa Clara County,"$4,250,000 ",Single Family Residence,5,5/1,"3,686",0.558,3,2018
"1394 Munro Ave, Campbell, CA 95008",95008,Santa Clara County,"$1,999,999 ",Single Family Residence,3,2,"1,755",0.749,2,1948
"113 Washington Dr, Milpitas, CA 95035",95035,Santa Clara County,"$1,190,000 ",Single Family Residence,6,3,"1,962","6,480",1,1966
"955 Blake Ct, Gilroy, CA 95020",95020,Santa Clara County,"$699,000 ",Single Family Residence,4,2,"1,474","6,934",2,1980
"236 N Central Ave, Campbell, CA 95008",95008,Santa Clara County,"$2,750,000 ",Single Family Residence,3,2/2,"3,776",0.261,2,2007
"5848 Blossom Ave, San Jose, CA 95123",95123,Santa Clara County,"$1,047,888 ",Single Family Residence,4,2,"1,516","6,770",2,1963
"6213 Hidden Meadow Ct, San Jose, CA 95135",95135,Santa Clara County,"$1,700,000 ",Single Family Residence,4,3,"2,652",0.945,3,1988
"2357 Sunny Vista Dr, San Jose, CA 95128",95128,Santa Clara County,"$1,650,000 ",Single Family Residence,4,2/1,"2,576","6,656",2,1950
"2821 Glen Donegal Dr, San Jose, CA 95148",95148,Santa Clara County,"$998,900 ",Single Family Residence,5,3,"2,533","6,611",3,1987
"119 Pacchetti Way, Mountain View, CA 94040",94040,Santa Clara County,"$1,450,000 ",Townhouse,3,3,"1,292",660,1,1996
"5417 Century Plaza Way, San Jose, CA 95111",95111,Santa Clara County,"$1,069,000 ",Single Family Residence,4,2/1,"2,384","6,042",3,1978
"316 E Saint James St, San Jose, CA 95112",95112,Santa Clara County,"$975,000 ",Single Family Residence,3,2,"1,396","2,337",0,1901
"2247 Brega Ln, Morgan Hill, CA 95037",95037,Santa Clara County,"$549,999 ",Condominium,2,2,"1,104","1,100",2,1987
"1133 Channing Ave, Palo Alto, CA 94301",94301,Santa Clara County,"$2,898,000 ",Single Family Residence,3,2,"1,664","5,250",2,1949
"354 Rio Verde Pl 4, Milpitas, CA 95035",95035,Santa Clara County,"$549,000 ",Condominium,2,1,924,980,1,1971
"19521 Douglass Ln, Saratoga, CA 95070",95070,Santa Clara County,"$4,388,000 ",Single Family Residence,5,3/1,"4,817",0.918,3,1973
"2169 Cabrillo Ave, Santa Clara, CA 95050",95050,Santa Clara County,"$1,299,000 ",Single Family Residence,3,2,"1,181","5,340",2,1954
"10350 Doris Ave, San Jose, CA 95127",95127,Santa Clara County,"$838,888 ",Single Family Residence,4,2,"1,342","5,165",2,1952
"127 Greenmeadow Way, Palo Alto, CA 94306",94306,Santa Clara County,"$1,350,000 ",Condominium,2,2,994,"1,787",0,1959
"1736 Indigo Oak Ln, San Jose, CA 95121",95121,Santa Clara County,"$1,525,000 ",Single Family Residence,5,4,"3,229","5,372",2,2002
"3076 Mirassou Estate Pl, San Jose, CA 95135",95135,Santa Clara County,"$1,450,000 ",Single Family Residence,4,3,"2,148","2,814",2,2014
"500 W Middlefield Rd 71, Mountain View, CA 94043",94043,Santa Clara County,"$698,000 ",Condominium,1,1,564,–,0,1971
"3185 Rocky Mountain Dr, San Jose, CA 95127",95127,Santa Clara County,"$658,000 ",Single Family Residence,3,2,"1,040","5,095",2,1960
"20330 Almaden Rd, San Jose, CA 95120",95120,Santa Clara County,"$1,800,000 ",Single Family Residence,5,2/1,"2,673",9.828,3,1980
"131 Margo Dr 12, Mountain View, CA 94041",94041,Santa Clara County,"$1,088,000 ",Townhouse,2,2,"1,287","5,862",1,1996
"2323 Cottle Ave, San Jose, CA 95125",95125,Santa Clara County,"$1,189,000 ",Single Family Residence,2,1,"1,063","7,250",2,1947
"1099 Camino Ricardo, San Jose, CA 95125",95125,Santa Clara County,"$2,199,000 ",Single Family Residence,4,3,"2,816","6,644",2,2009
"1061 Chagall Way, San Jose, CA 95138",95138,Santa Clara County,"$724,900 ",Condominium,2,2/1,"1,291","1,198",2,1999
"4163 Meridian Ave, San Jose, CA 95124",95124,Santa Clara County,"$999,900 ",Single Family Residence,3,2,"1,520","6,910",2,1971
"1933 Newbury Dr, Mountain View, CA 94043",94043,Santa Clara County,"$1,459,000 ",Condominium,3,2/1,"1,634",792,2,2010
"4790 Rue Bordeaux, San Jose, CA 95136",95136,Santa Clara County,"$825,000 ",Single Family Residence,3,2,"1,313","9,195",2,1973
"711 Moreno Ave, Palo Alto, CA 94303",94303,Santa Clara County,"$2,198,000 ",Single Family Residence,3,1,"1,036","8,082",1,1950
"3432 Greer Rd, Palo Alto, CA 94303",94303,Santa Clara County,"$2,298,000 ",Single Family Residence,3,2,"1,437","7,106",1,1957
"286 Monroe Dr, Mountain View, CA 94040",94040,Santa Clara County,"$2,098,000 ",Single Family Residence,3,2/1,"1,773","3,635",2,2007
"66 Oak Grove Ave, Los Gatos, CA 95030",95030,Santa Clara County,"$1,549,000 ",Single Family Residence,2,1,"1,066","8,666",1,1946
"2993 Rose Ave, San Jose, CA 95127",95127,Santa Clara County,"$520,000 ",Townhouse,2,2,"1,024","4,642",1,1979
"650 Almaden Walk Loop, San Jose, CA 95125",95125,Santa Clara County,"$800,000 ",Townhouse,3,3,"1,425",443,2,2008
"4067 Paladin Dr, San Jose, CA 95124",95124,Santa Clara County,"$1,199,000 ",Single Family Residence,4,2,"1,573","6,023",2,1959
"2305 La Terrace Cir, San Jose, CA 95123",95123,Santa Clara County,"$400,000 ",Condominium,1,1,543,"2,057",0,1985
"1308 Piland Dr, San Jose, CA 95130",95130,Santa Clara County,"$1,398,000 ",Single Family Residence,4,2,"1,502","6,340",2,1959
"0 Arroyo Way, Los Altos Hills, CA 94022",94022,Santa Clara County,"$999,999 ",Land,,,,,,
"3369 San Pablo Ave, San Jose, CA 95127",95127,Santa Clara County,"$825,000 ",Single Family Residence,4,2,"1,597","4,999",2,1954
"25 Comstock Queen Ct, Mountain View, CA 94043",94043,Santa Clara County,"$999,900 ",Condominium,3,2/1,"1,342","1,496",1,1971
"688 Dunraven Ct, San Jose, CA 95136",95136,Santa Clara County,"$1,225,000 ",Single Family Residence,4,2/1,"2,124","6,432",2,1976
"2897 Summerheights Dr, San Jose, CA 95132",95132,Santa Clara County,"$1,199,888 ",Single Family Residence,4,2,"2,084","8,008",2,1975
"714 Blackfoot Ct, San Jose, CA 95123",95123,Santa Clara County,"$948,000 ",Single Family Residence,4,2/1,"2,319","7,059",2,1970
"3107 Kermath Dr, San Jose, CA 95132",95132,Santa Clara County,"$1,090,000 ",Single Family Residence,4,2,"1,598","6,105",2,1970
"853 San Jude Ave, Palo Alto, CA 94306",94306,Santa Clara County,"$2,988,000 ",Single Family Residence,4,3,"2,594","6,434",1,2004
"1161 Silver Hill Dr, San Jose, CA 95120",95120,Santa Clara County,"$1,088,888 ",Townhouse,3,2/1,"1,739","1,198",2,1993
"1580 Meadow Ridge Cir, San Jose, CA 95131",95131,Santa Clara County,"$798,888 ",Condominium,3,2,"1,203","1,266",1,1984
"2250 Monroe St 274, Santa Clara, CA 95050",95050,Santa Clara County,"$499,888 ",Condominium,1,1,716,–,0,1987
"223 Vincent Dr, Mountain View, CA 94041",94041,Santa Clara County,"$2,250,000 ",Single Family Residence,3,2/1,"1,536","5,288",1,1947
"4320 Kirk Rd, San Jose, CA 95124",95124,Santa Clara County,"$1,299,950 ",Single Family Residence,3,2/1,"1,931","5,997",2,1964
"131 Margo Dr, Mountain View, CA 94041",94041,Santa Clara County,"$1,088,000 ",Townhouse,2,2,"1,287",435,1,1996
"660 Eden Ave, San Jose, CA 95117",95117,Santa Clara County,"$890,000 ",Single Family Residence,3,1/1,"1,486","6,633",2,1959
"1045 Hazel Ave, Campbell, CA 95008",95008,Santa Clara County,"$1,849,000 ",Single Family Residence,4,3/1,"2,309","6,088",2,2016
"33 Moon Dance, Milpitas, CA 95035",95035,Santa Clara County,"$898,000 ",Townhouse,2,2/1,"1,353",857,2,2000
"3392 Whitman Way, San Jose, CA 95132",95132,Santa Clara County,"$1,088,000 ",Single Family Residence,4,2,"1,502","6,800",2,1959
"1450 Jeffery Ave, San Jose, CA 95118",95118,Santa Clara County,"$899,000 ",Single Family Residence,4,2,"1,373","5,431",1,1955
"259 Jarvis Dr, Morgan Hill, CA 95037",95037,Santa Clara County,"$749,900 ",Single Family Residence,3,2/1,"1,462","2,635",2,2013
"6563 Boston Post Ct, San Jose, CA 95120",95120,Santa Clara County,"$949,888 ",Townhouse,3,2,"1,354","1,894",2,1976
"1569 Timber Creek Dr, San Jose, CA 95131",95131,Santa Clara County,"$998,000 ",Single Family Residence,3,2/1,"1,631","3,590",2,1986
"1432 Yilufa Ct, San Jose, CA 95129",95129,Santa Clara County,"$1,999,000 ",Single Family Residence,4,3/1,"2,309","3,934",2,2009
"210 W Red Oak West Dr J, Sunnyvale, CA 94086",94086,Santa Clara County,"$759,000 ",Condominium,2,1/1,974,740,0,1971
"5300 Rimwood Dr, San Jose, CA 95118",95118,Santa Clara County,"$1,388,000 ",Single Family Residence,4,2,"1,733","6,635",2,1965
"871 Colorado Ave, Palo Alto, CA 94303",94303,Santa Clara County,"$2,425,000 ",Single Family Residence,2,1,"1,452","5,457",0,1947
"16485 Oak Glen Ave, Morgan Hill, CA 95037",95037,Santa Clara County,"$924,999 ",Single Family Residence,5,2/1,"2,381",16.182,2,1977
"2400 Lansford Ave, San Jose, CA 95125",95125,Santa Clara County,"$2,499,000 ",Single Family Residence,5,4/1,"3,470","8,142",2,2008
"3399 Snively Ave, Santa Clara, CA 95051",95051,Santa Clara County,"$1,180,000 ",Single Family Residence,3,2,"1,166","5,245",2,1954
"2107 Calabazas Blvd, Santa Clara, CA 95051",95051,Santa Clara County,"$1,150,000 ",Single Family Residence,3,2,"1,078","5,086",2,1955
"101 Alma St 705, Palo Alto, CA 94301",94301,Santa Clara County,"$1,780,000 ",Condominium,2,2,"1,216","1,239",2,1960
"2337 Roosevelt Ct, Santa Clara, CA 95051",95051,Santa Clara County,"$2,049,000 ",Single Family Residence,5,3,"3,120","10,314",2,1968
"937 Foothill, San Jose, CA 95123",95123,Santa Clara County,"$1,250,000 ",Single Family Residence,4,2,"1,843","6,983",2,1970
"3276 Shadow Park Pl, San Jose, CA 95121",95121,Santa Clara County,"$458,800 ",Condominium,2,1,888,877,1,1988
"1184 Mountain Quail Cir, San Jose, CA 95120",95120,Santa Clara County,"$1,459,888 ",Single Family Residence,3,2,"1,827","6,632",2,1988
"1826 Frobisher Way, San Jose, CA 95124",95124,Santa Clara County,"$1,475,000 ",Single Family Residence,4,2,"1,960","6,169",2,1963
"3437 Gavota Ave, San Jose, CA 95124",95124,Santa Clara County,"$1,098,000 ",Single Family Residence,3,2,"1,160","5,901",2,1956
"284 Rio Verde Pl 2, Milpitas, CA 95035",95035,Santa Clara County,"$584,999 ",Townhouse,2,1,882,559,1,1971
"3440 Bella Vista Ave, Santa Clara, CA 95051",95051,Santa Clara County,"$1,199,950 ",Single Family Residence,3,2,"1,124","5,873",2,1954
"1693 Fairway Dr, Los Altos, CA 94024",94024,Santa Clara County,"$3,998,000 ",Single Family Residence,5,5/1,"3,372",0.31,2,2018
"3331 Senter Rd, San Jose, CA 95111",95111,Santa Clara County,"$509,000 ",Townhouse,3,2,"1,197","1,496",2,1971
"763 Danforth Ter, Sunnyvale, CA 94087",94087,Santa Clara County,"$1,488,000 ",Townhouse,3,2/1,"1,542","1,878",2,1977
"335 Blossom Hill 4, San Jose, CA 95123",95123,Santa Clara County,"$415,000 ",Condominium,2,1,798,–,0,1970
"13645 Sycamore Ave, San Martin, CA 95046",95046,Santa Clara County,"$939,000 ",Single Family Residence,3,2/1,"1,697",1.437,0,2009
"123 Meadowbrook Dr, Los Gatos, CA 95032",95032,Santa Clara County,"$1,499,000 ",Single Family Residence,3,2,"1,573","7,881",2,1962
"4298 Voltaire St, San Jose, CA 95135",95135,Santa Clara County,"$1,149,500 ",Townhouse,3,2/1,"1,532","2,026",2,2005
"3185 Oakgate Way, San Jose, CA 95148",95148,Santa Clara County,"$1,299,000 ",Single Family Residence,5,5,"2,415","6,878",2,1984
"21425 Madrone Dr, Los Gatos, CA 95033",95033,Santa Clara County,"$950,000 ",Single Family Residence,2,1,"1,169",0.573,0,1961
"2261 Gunar Dr, San Jose, CA 95124",95124,Santa Clara County,"$1,629,950 ",Single Family Residence,4,2,"2,208","9,375",2,1962
"430 Palm St, Palo Alto, CA 94301",94301,Santa Clara County,"$5,998,000 ",Single Family Residence,3,2,"2,343",0.355,2,1924
"19469 Rosemarie Pl, Cupertino, CA 95014",95014,Santa Clara County,"$3,998,000 ",Residential Income,,,"5,437",0.36,1,1963
"2150 Almaden Ave 38, San Jose, CA 95125",95125,Santa Clara County,"$142,500 ",Manufactured In Park,2,2,"1,060",–,0,1966
"2144 Mondigo Ave, San Jose, CA 95122",95122,Santa Clara County,"$649,000 ",Single Family Residence,3,2,"1,040","5,050",2,1960
"331 Grandpark Cir, San Jose, CA 95136",95136,Santa Clara County,"$1,000,000 ",Single Family Residence,3,2,"1,350","5,482",2,1968
"3361 San Rivas Dr, San Jose, CA 95148",95148,Santa Clara County,"$1,180,000 ",Single Family Residence,4,3,"2,338","6,649",2,2008
"5703 Makati Cir A, San Jose, CA 95123",95123,Santa Clara County,"$499,000 ",Condominium,2,2,995,"1,274",1,1982
"1918 Hackett Ave, Mountain View, CA 94043",94043,Santa Clara County,"$1,298,000 ",Townhouse,3,2/1,"1,447","2,218",2,1982
"2074 Mary Helen Ln, San Jose, CA 95136",95136,Santa Clara County,"$938,000 ",Single Family Residence,3,3/1,"1,757","1,869",2,2005
"19736 Vicksburg Dr, Cupertino, CA 95014",95014,Santa Clara County,"$2,199,000 ",Single Family Residence,5,4,"2,444","7,661",2,1968
"1331 Scossa Ave 2, San Jose, CA 95118",95118,Santa Clara County,"$479,000 ",Condominium,2,1,903,"3,489",1,1970
"215 Gomes Ct 4, Campbell, CA 95008",95008,Santa Clara County,"$499,000 ",Condominium,2,1,798,764,0,1971
"555 Jefferson Dr, Palo Alto, CA 94303",94303,Santa Clara County,"$3,750,000 ",Single Family Residence,3,3,"1,657",0.273,2,1949
"1381 Crailford Ct, San Jose, CA 95121",95121,Santa Clara County,"$759,900 ",Single Family Residence,3,2,"1,402","6,129",2,1973
"7018 Noonwood Ct, San Jose, CA 95120",95120,Santa Clara County,"$1,648,000 ",Single Family Residence,5,3,"2,684","9,240",2,1980
"1463 Painted Feather Dr, Morgan Hill, CA 95037",95037,Santa Clara County,"$1,350,000 ",Single Family Residence,4,3/1,"2,798","10,025",3,2007
"763 Madrone Ave, Sunnyvale, CA 94085",94085,Santa Clara County,"$1,180,000 ",Single Family Residence,3,1,"1,027","5,067",1,1953
"1538 Poppy Way, Cupertino, CA 95014",95014,Santa Clara County,"$1,899,888 ",Single Family Residence,4,2,"1,684","6,125",2,1964
"2739 Clover Meadow Ct, San Jose, CA 95135",95135,Santa Clara County,"$1,798,800 ",Single Family Residence,5,4,"3,423",0.896,3,1998
"323 N Murphy Ave, Sunnyvale, CA 94085",94085,Santa Clara County,"$999,888 ",Single Family Residence,3,2,"1,043","5,200",1,1942
"1637 Marconi Way, San Jose, CA 95125",95125,Santa Clara County,"$1,029,000 ",Townhouse,3,2/1,"2,010","2,176",2,1976
"1071 Dewberry Pl 102, San Jose, CA 95131",95131,Santa Clara County,"$980,000 ",Condominium,3,2/1,"1,884",716,2,2014
"496 La Scena Pl, San Jose, CA 95128",95128,Santa Clara County,"$1,299,000 ",Condominium,4,4,"1,812",763,2,2013
"7250 Lahinch Ct, Gilroy, CA 95020",95020,Santa Clara County,"$1,119,000 ",Single Family Residence,5,4,"3,404","8,217",2,2006
"3377 Hillside Ct, San Jose, CA 95132",95132,Santa Clara County,"$1,100,000 ",Single Family Residence,4,2/1,"1,935","9,767",2,1973
"1032 Curtner Ave, San Jose, CA 95125",95125,Santa Clara County,"$948,888 ",Single Family Residence,3,2/1,"1,157","5,614",2,1930
"17095 Peppertree Dr, Morgan Hill, CA 95037",95037,Santa Clara County,"$699,999 ",Single Family Residence,3,2,"1,160","7,216",2,1974
"5012 Moonstone Ct, San Jose, CA 95136",95136,Santa Clara County,"$988,000 ",Single Family Residence,3,2,"1,375","5,915",2,1970
"645 University Ave, Los Altos, CA 94022",94022,Santa Clara County,"$2,990,000 ",Single Family Residence,3,2,"1,614","6,217",2,1933
"1116 Vasquez Ave, Sunnyvale, CA 94086",94086,Santa Clara County,"$1,498,000 ",Single Family Residence,3,2,"1,532","5,795",2,1961
"1334 Foxworthy Ave, San Jose, CA 95118",95118,Santa Clara County,"$999,000 ",Single Family Residence,3,2,"1,591","6,104",2,1957
"29 S Keeble Ave, San Jose, CA 95126",95126,Santa Clara County,"$998,000 ",Townhouse,2,2/1,"1,678","1,501",2,2002
"848 Peach Ave, Sunnyvale, CA 94087",94087,Santa Clara County,"$1,888,000 ",Single Family Residence,4,2,"1,842","6,000",0,1955
"380 Auburn Way 16, San Jose, CA 95129",95129,Santa Clara County,"$638,000 ",Condominium,2,1,924,924,1,1970
"440 Flora Vista Ave, Sunnyvale, CA 94086",94086,Santa Clara County,"$1,499,000 ",Single Family Residence,3,2,"1,296","5,377",2,1955
"20078 Goetting Ct, Saratoga, CA 95070",95070,Santa Clara County,"$2,998,000 ",Land,,,,,,
"481 Bellwood Dr, Santa Clara, CA 95054",95054,Santa Clara County,"$1,199,000 ",Single Family Residence,4,2,"1,859","7,740",2,1965
"1057 Huntingdon Dr, San Jose, CA 95129",95129,Santa Clara County,"$2,399,888 ",Single Family Residence,4,4,"2,706","6,036",2,1958
"10422 San Fernando Ave, Cupertino, CA 95014",95014,Santa Clara County,"$2,498,000 ",Single Family Residence,4,3,"2,756","7,200",1,1950
"785 Lakebird Dr, Sunnyvale, CA 94089",94089,Santa Clara County,"$1,459,000 ",Single Family Residence,3,2,"1,433","5,940",0,1957
"1664 Hyde Ct, Los Gatos, CA 95032",95032,Santa Clara County,"$1,625,000 ",Single Family Residence,3,2,"1,556","7,412",2,1968
"19908 Bella Vista Ave, Saratoga, CA 95070",95070,Santa Clara County,"$7,995,000 ",Single Family Residence,5,4/1,"5,441",1.056,3,2008
"3932 Thousand Oaks Dr, San Jose, CA 95136",95136,Santa Clara County,"$1,199,900 ",Single Family Residence,4,2,"1,710","5,836",2,1974
"2013 Carignan Way, San Jose, CA 95135",95135,Santa Clara County,"$848,000 ",Condominium,3,2,"1,735","2,100",2,1998
"1134 Doyle Cir, Santa Clara, CA 95054",95054,Santa Clara County,"$1,850,000 ",Single Family Residence,4,3/1,"2,408","3,323",2,2002
"1658 Beck Dr, San Jose, CA 95130",95130,Santa Clara County,"$1,750,000 ",Single Family Residence,4,3,"1,889","6,900",2,1961
"994 La Mesa Ter F, Sunnyvale, CA 94086",94086,Santa Clara County,"$1,198,000 ",Townhouse,2,2/1,"2,120","2,375",2,1985
"114 E Middlefield Rd B, Mountain View, CA 94043",94043,Santa Clara County,"$849,000 ",Condominium,2,1/1,"1,081",483,1,1972
"2051 Fruitdale Ave, San Jose, CA 95128",95128,Santa Clara County,"$875,000 ",Single Family Residence,2,1,"1,000","6,175",1,1950
"17455 Shelton Way, Morgan Hill, CA 95037",95037,Santa Clara County,"$1,199,000 ",Single Family Residence,4,2/1,"2,976","8,894",3,2012
"427 Kenbrook Cir, San Jose, CA 95111",95111,Santa Clara County,"$498,000 ",Condominium,2,2,"1,012","5,209",2,1987
